,kms_driven,owner,age,power,brand
6916,12280.0,First Owner,4.0,390.0,KTM
6917,19000.0,First Owner,5.0,535.0,Royal Enfield
6918,21000.0,First Owner,9.0,150.0,Hero
6919,19864.0,Second Owner,9.0,150.0,Hero
6920,8533.0,First Owner,3.0,150.0,Bajaj
6921,19500.0,First Owner,9.0,150.0,Yamaha
6922,17500.0,First Owner,5.0,150.0,Bajaj
6923,46507.0,First Owner,9.0,200.0,Bajaj
6924,45000.0,First Owner,7.0,180.0,Bajaj
6925,23000.0,First Owner,5.0,220.0,Bajaj
6926,25533.0,First Owner,5.0,160.0,Honda
6927,13241.0,First Owner,4.0,200.0,Bajaj
6928,24322.0,First Owner,6.0,390.0,KTM
6929,31477.0,First Owner,11.0,150.0,Bajaj
6930,18992.0,First Owner,5.0,200.0,Bajaj
6931,5989.0,First Owner,4.0,650.0,Kawasaki
6971,20000.0,First Owner,8.0,125.0,TVS
6972,20000.0,First Owner,6.0,110.0,TVS
6973,6668.0,First Owner,4.0,160.0,TVS
6975,8188.0,First Owner,11.0,150.0,Hero
6977,16462.0,First Owner,7.0,100.0,Hero
6978,20000.0,First Owner,12.0,150.0,Hero
6979,26590.0,First Owner,9.0,100.0,Hero
6980,6539.0,First Owner,3.0,160.0,TVS
6981,1168.0,First Owner,2.0,110.0,Hero
6982,3734.0,First Owner,3.0,350.0,Royal Enfield
6983,37326.0,First Owner,5.0,390.0,KTM
6984,51137.0,First Owner,7.0,390.0,KTM
6985,43740.0,Fourth Owner Or More,7.0,350.0,Royal Enfield
6986,32182.0,Second Owner,9.0,350.0,Royal Enfield
6987,32119.0,First Owner,6.0,150.0,Yamaha
6988,9200.0,First Owner,4.0,200.0,TVS
6990,10000.0,First Owner,8.0,150.0,Yamaha
6991,26359.0,First Owner,4.0,220.0,Bajaj
6992,3509.0,First Owner,2.0,160.0,Bajaj
6993,43599.0,First Owner,4.0,150.0,Suzuki
6994,9707.0,First Owner,5.0,180.0,TVS
6995,60000.0,First Owner,7.0,350.0,Royal Enfield
6996,61129.0,First Owner,5.0,350.0,Royal Enfield
6998,6000.0,First Owner,3.0,110.0,TVS
7016,13637.0,First Owner,4.0,200.0,TVS
7017,11996.0,First Owner,3.0,150.0,Yamaha
7019,10779.0,First Owner,2.0,350.0,Royal Enfield
7020,5195.0,First Owner,4.0,220.0,Bajaj
7021,2981.0,First Owner,4.0,220.0,Bajaj
7022,12000.0,First Owner,4.0,410.0,Royal Enfield
7023,21587.0,First Owner,5.0,150.0,Bajaj
7024,3900.0,Second Owner,2.0,390.0,KTM
7025,8728.0,First Owner,3.0,150.0,Suzuki
7026,3622.0,Second Owner,12.0,350.0,Royal Enfield
7034,50000.0,First Owner,7.0,223.0,Hero
7035,19000.0,First Owner,5.0,390.0,KTM
7036,8900.0,First Owner,5.0,390.0,KTM
7037,19000.0,First Owner,3.0,390.0,KTM
7038,60000.0,Fourth Owner Or More,18.0,350.0,Royal Enfield
7044,12000.0,First Owner,8.0,150.0,Hero
7045,9213.0,First Owner,9.0,150.0,Honda
7046,43678.0,First Owner,7.0,350.0,Royal Enfield
7048,15500.0,Second Owner,4.0,150.0,Suzuki
7049,23000.0,First Owner,3.0,110.0,Hero
7050,51700.0,First Owner,10.0,150.0,Honda
7052,67945.0,First Owner,11.0,100.0,Bajaj
7053,36000.0,Third Owner,11.0,110.0,Honda
7054,65000.0,First Owner,17.0,350.0,Royal Enfield
7055,6222.0,First Owner,2.0,100.0,TVS
7056,59835.0,First Owner,6.0,150.0,Suzuki
7057,2820.0,First Owner,5.0,100.0,Hero
7058,1500.0,First Owner,5.0,410.0,Royal Enfield
7061,10835.0,First Owner,10.0,125.0,Honda
7062,92000.0,First Owner,10.0,150.0,Bajaj
7063,26476.0,First Owner,5.0,150.0,Bajaj
7064,24000.0,First Owner,4.0,107.0,Harley-Davidson
7065,27500.0,First Owner,6.0,350.0,Royal Enfield
7069,41000.0,Second Owner,11.0,135.0,Bajaj
7089,20000.0,First Owner,7.0,200.0,Bajaj
7090,21062.0,First Owner,6.0,100.0,Hero
7092,27212.0,First Owner,7.0,100.0,Bajaj
7093,1600.0,First Owner,4.0,400.0,Bajaj
7094,52000.0,Second Owner,16.0,223.0,Hero
7096,25536.0,First Owner,9.0,150.0,Hero
7097,23765.0,First Owner,6.0,150.0,Suzuki
7100,43500.0,First Owner,11.0,180.0,Bajaj
7101,10741.0,First Owner,5.0,750.0,Harley-Davidson
7102,21900.0,First Owner,3.0,400.0,Bajaj
7103,4000.0,First Owner,5.0,100.0,Bajaj
7104,9382.0,First Owner,5.0,390.0,KTM
7105,17529.0,First Owner,8.0,220.0,Bajaj
7106,39637.0,First Owner,14.0,180.0,Bajaj
7107,12184.0,First Owner,6.0,500.0,Royal Enfield
7108,40700.0,First Owner,5.0,220.0,Bajaj
7109,29250.0,First Owner,5.0,150.0,Bajaj
7110,14252.0,First Owner,8.0,100.0,Bajaj
7111,25961.0,First Owner,4.0,150.0,Yamaha
7114,15000.0,First Owner,3.0,160.0,Bajaj
7115,69000.0,Second Owner,17.0,100.0,Hero
7116,390.0,First Owner,3.0,200.0,Bajaj
7117,40588.0,First Owner,7.0,150.0,Bajaj
7118,8117.0,First Owner,3.0,150.0,Yamaha
7119,8800.0,Third Owner,4.0,200.0,TVS
7120,19000.0,First Owner,3.0,160.0,TVS
7121,25000.0,First Owner,6.0,150.0,Bajaj
7122,20513.0,First Owner,10.0,350.0,Royal Enfield
7123,28864.0,Third Owner,8.0,150.0,Yamaha
7124,21000.0,Second Owner,5.0,100.0,Hero
7133,8800.0,First Owner,3.0,350.0,Royal Enfield
7134,22000.0,First Owner,4.0,350.0,Royal Enfield
7135,26110.0,First Owner,8.0,220.0,Bajaj
7136,24063.0,First Owner,3.0,160.0,Honda
7137,3467.0,First Owner,6.0,350.0,Royal Enfield
7146,25708.0,First Owner,8.0,250.0,Honda
7147,50000.0,First Owner,10.0,160.0,TVS
7148,3500.0,First Owner,3.0,350.0,Royal Enfield
7149,13431.0,First Owner,6.0,350.0,Royal Enfield
7150,10000.0,First Owner,13.0,125.0,Bajaj
7151,11211.0,First Owner,4.0,100.0,Hero
7152,27813.0,First Owner,11.0,350.0,Royal Enfield
7153,61000.0,First Owner,7.0,390.0,KTM
7154,7230.0,First Owner,7.0,200.0,Bajaj
7155,80402.0,First Owner,9.0,200.0,Bajaj
7157,21734.0,First Owner,9.0,150.0,Yamaha
7158,12800.0,First Owner,3.0,350.0,Royal Enfield
7170,7123.0,First Owner,3.0,200.0,KTM
7171,21000.0,First Owner,5.0,150.0,Suzuki
7172,17000.0,First Owner,7.0,350.0,Royal Enfield
7173,20094.0,First Owner,6.0,220.0,Bajaj
7174,1200.0,First Owner,3.0,410.0,Royal Enfield
7175,85086.0,First Owner,14.0,160.0,TVS
7176,67503.0,Third Owner,15.0,150.0,Honda
7177,20199.0,First Owner,7.0,150.0,Yamaha
7178,30000.0,First Owner,5.0,160.0,Honda
7179,28176.0,First Owner,7.0,150.0,Yamaha
7180,46448.0,First Owner,6.0,100.0,Hero
7181,20273.0,First Owner,4.0,100.0,Bajaj
7182,6457.0,First Owner,4.0,220.0,Bajaj
7200,25000.0,First Owner,12.0,125.0,Bajaj
7201,29800.0,First Owner,4.0,180.0,TVS
7207,32267.0,First Owner,5.0,390.0,KTM
7208,70347.0,First Owner,13.0,125.0,Honda
7209,2876.0,First Owner,5.0,350.0,Royal Enfield
7211,20000.0,Second Owner,4.0,160.0,TVS
7212,8000.0,First Owner,3.0,310.0,TVS
7213,301.0,First Owner,3.0,500.0,Royal Enfield
7214,25000.0,First Owner,7.0,150.0,Hero
7215,9494.0,First Owner,6.0,500.0,Royal Enfield
7216,6000.0,First Owner,8.0,220.0,Bajaj
7217,43241.0,First Owner,6.0,150.0,Yamaha
7218,14391.0,Second Owner,4.0,150.0,Yamaha
7220,8500.0,First Owner,4.0,200.0,TVS
7221,36000.0,First Owner,7.0,150.0,Yamaha
7222,21000.0,Second Owner,8.0,150.0,Yamaha
7223,48898.0,First Owner,7.0,500.0,Royal Enfield
7224,19200.0,Second Owner,5.0,500.0,Royal Enfield
7225,45000.0,First Owner,10.0,135.0,Bajaj
7231,7000.0,First Owner,3.0,390.0,KTM
7232,29850.0,First Owner,7.0,350.0,Royal Enfield
7233,26925.0,First Owner,5.0,150.0,Yamaha
7234,28090.0,First Owner,9.0,125.0,Honda
7235,74.0,First Owner,1.0,110.0,Honda
7236,59217.0,First Owner,5.0,150.0,Bajaj
7237,7000.0,First Owner,6.0,220.0,Bajaj
7238,54246.0,Second Owner,11.0,125.0,Honda
7239,42083.0,First Owner,13.0,150.0,Bajaj
7240,2505.0,First Owner,2.0,110.0,Honda
7242,32162.0,Second Owner,10.0,100.0,Hero
7243,25000.0,First Owner,7.0,350.0,Royal Enfield
7244,34000.0,First Owner,6.0,500.0,Royal Enfield
7245,10000.0,First Owner,4.0,110.0,Honda
7246,8000.0,First Owner,3.0,110.0,Honda
7247,46000.0,First Owner,7.0,220.0,Bajaj
7248,70000.0,Second Owner,7.0,150.0,Yamaha
7251,6600.0,First Owner,3.0,350.0,Royal Enfield
7256,17122.0,First Owner,8.0,100.0,Hero
7257,17540.0,First Owner,8.0,150.0,Bajaj
7258,21990.0,First Owner,7.0,100.0,Hero
7259,15451.0,First Owner,8.0,100.0,Hero
7260,17980.0,First Owner,6.0,100.0,Hero
7262,21007.0,First Owner,9.0,150.0,Yamaha
7263,11332.0,First Owner,6.0,100.0,Hero
7264,10721.0,First Owner,6.0,100.0,Hero
7265,3192.0,First Owner,7.0,100.0,Hero
7266,30489.0,First Owner,6.0,100.0,Hero
7268,2503.0,First Owner,3.0,310.0,TVS
7270,80828.0,First Owner,11.0,150.0,Bajaj
7271,6135.0,First Owner,3.0,220.0,Bajaj
7272,4877.0,First Owner,2.0,100.0,Bajaj
7273,35466.0,First Owner,5.0,150.0,Bajaj
7274,16135.0,First Owner,6.0,350.0,Royal Enfield
7275,16217.0,First Owner,5.0,100.0,Hero
7276,14788.0,First Owner,3.0,150.0,Bajaj
7277,31214.0,First Owner,10.0,150.0,Hero
7278,16298.0,First Owner,5.0,150.0,Bajaj
7279,28619.0,First Owner,8.0,125.0,Honda
7280,38000.0,First Owner,6.0,390.0,KTM
7281,23085.0,First Owner,5.0,150.0,Yamaha
7282,26098.0,First Owner,6.0,500.0,Royal Enfield
7283,41000.0,First Owner,9.0,350.0,Royal Enfield
7284,22457.0,First Owner,8.0,110.0,Yamaha
7285,10805.0,First Owner,4.0,400.0,Bajaj
7286,96046.0,First Owner,4.0,350.0,Royal Enfield
7287,29716.0,First Owner,11.0,350.0,Royal Enfield
7288,32500.0,Second Owner,11.0,160.0,TVS
7289,38813.0,First Owner,4.0,400.0,Bajaj
7290,38057.0,First Owner,7.0,150.0,Yamaha
7291,26528.0,Third Owner,5.0,160.0,TVS
7292,6078.0,First Owner,3.0,200.0,KTM
7294,1608.0,First Owner,2.0,350.0,Royal Enfield
7295,21963.0,First Owner,4.0,180.0,TVS
7296,3004.0,First Owner,4.0,500.0,Royal Enfield
7297,38430.0,First Owner,10.0,350.0,Royal Enfield
7298,35678.0,First Owner,8.0,350.0,Royal Enfield
7299,37469.0,First Owner,10.0,220.0,Bajaj
7300,14107.0,First Owner,4.0,150.0,Bajaj
7301,50000.0,First Owner,8.0,150.0,Hero
7302,55000.0,First Owner,8.0,125.0,Yamaha
7303,14500.0,First Owner,12.0,220.0,Bajaj
7304,25943.0,First Owner,5.0,180.0,TVS
7305,19492.0,First Owner,10.0,100.0,Hero
7306,21578.0,First Owner,6.0,180.0,TVS
7307,21587.0,First Owner,7.0,110.0,Mahindra
7308,15775.0,First Owner,5.0,125.0,Yamaha
7309,9500.0,First Owner,2.0,150.0,Yamaha
7311,207102.0,First Owner,2.0,180.0,TVS
7312,29825.0,Second Owner,11.0,150.0,Honda
7313,12600.0,First Owner,4.0,160.0,Honda
7314,35550.0,First Owner,11.0,100.0,Hero
7315,19720.0,First Owner,6.0,125.0,Yamaha
7316,19339.0,First Owner,5.0,350.0,Royal Enfield
7317,22000.0,First Owner,5.0,500.0,Royal Enfield
7318,17300.0,First Owner,6.0,200.0,Bajaj
7319,6500.0,First Owner,6.0,150.0,Suzuki
7320,10649.0,First Owner,6.0,100.0,TVS
7340,20241.0,First Owner,6.0,350.0,Royal Enfield
7341,23500.0,First Owner,5.0,390.0,KTM
7342,27356.0,First Owner,3.0,350.0,Royal Enfield
7343,40000.0,First Owner,5.0,150.0,Suzuki
7344,31000.0,First Owner,8.0,110.0,Honda
7345,1543.0,First Owner,5.0,350.0,Royal Enfield
7346,33807.0,Second Owner,7.0,220.0,Bajaj
7347,23481.0,First Owner,5.0,180.0,TVS
7348,7224.0,First Owner,2.0,797.0,Ducati
7351,2500.0,Second Owner,4.0,650.0,Hyosung
7352,4779.0,First Owner,11.0,350.0,Royal Enfield
7353,6300.0,First Owner,3.0,180.0,TVS
7354,10121.0,First Owner,2.0,150.0,Bajaj
7355,19075.0,First Owner,7.0,100.0,Bajaj
7356,86845.0,First Owner,13.0,150.0,Bajaj
7357,33000.0,First Owner,10.0,150.0,Yamaha
7358,27000.0,First Owner,9.0,220.0,Bajaj
7360,12668.0,First Owner,8.0,150.0,Yamaha
7362,14267.0,First Owner,5.0,100.0,Bajaj
7363,67731.0,First Owner,10.0,100.0,Hero
7364,12266.0,First Owner,3.0,150.0,Suzuki
7365,28870.0,First Owner,9.0,100.0,Hero
7366,18643.0,First Owner,5.0,100.0,Hero
7367,22844.0,First Owner,8.0,100.0,Hero
7368,34304.0,First Owner,11.0,220.0,Bajaj
7369,21822.0,First Owner,6.0,125.0,Honda
7370,19774.0,First Owner,9.0,100.0,Hero
7371,22115.0,First Owner,3.0,100.0,Bajaj
7372,17210.0,First Owner,9.0,100.0,Hero
7373,16057.0,First Owner,8.0,100.0,Hero
7374,18303.0,First Owner,3.0,100.0,Hero
7375,14244.0,First Owner,5.0,150.0,Honda
7376,15880.0,Third Owner,5.0,160.0,TVS
7377,10906.0,Second Owner,3.0,160.0,TVS
7378,23885.0,First Owner,3.0,220.0,Bajaj
7379,20000.0,First Owner,6.0,100.0,Hero
7380,35778.0,First Owner,11.0,100.0,Hero
7381,11309.0,First Owner,2.0,100.0,Hero
7382,23060.0,First Owner,4.0,110.0,Honda
7383,52904.0,First Owner,14.0,350.0,Royal Enfield
7384,21890.0,First Owner,8.0,200.0,Bajaj
7385,51000.0,First Owner,9.0,125.0,Honda
7386,24580.0,First Owner,5.0,150.0,Bajaj
7387,25794.0,First Owner,7.0,125.0,Yamaha
7388,52000.0,Second Owner,7.0,223.0,Hero
7389,20000.0,First Owner,7.0,160.0,TVS
7427,25000.0,First Owner,11.0,223.0,Hero
7428,35000.0,Second Owner,9.0,200.0,KTM
7429,9900.0,First Owner,5.0,220.0,Bajaj
7431,210.0,First Owner,8.0,650.0,Hyosung
7432,43000.0,Second Owner,9.0,125.0,Honda
7434,29800.0,First Owner,7.0,150.0,Yamaha
7444,26000.0,Second Owner,7.0,350.0,Royal Enfield
7445,8979.0,First Owner,6.0,350.0,Royal Enfield
7454,46006.0,Second Owner,10.0,150.0,Yamaha
7455,28000.0,First Owner,12.0,180.0,Bajaj
7456,57000.0,First Owner,7.0,200.0,Bajaj
7457,13452.0,First Owner,6.0,350.0,Royal Enfield
7458,75838.0,First Owner,6.0,150.0,Honda
7459,60055.0,First Owner,5.0,150.0,Bajaj
7460,15500.0,First Owner,5.0,150.0,Yamaha
7462,12000.0,First Owner,7.0,650.0,Hyosung
7463,21000.0,Second Owner,7.0,750.0,Harley-Davidson
7464,8298.0,First Owner,3.0,400.0,Bajaj
7465,26000.0,First Owner,6.0,100.0,Hero
7466,37000.0,First Owner,5.0,150.0,Bajaj
7467,80000.0,Second Owner,41.0,250.0,Ideal
7468,65000.0,First Owner,10.0,100.0,Hero
7469,44000.0,First Owner,5.0,150.0,Yamaha
7470,6168.0,First Owner,5.0,150.0,Yamaha
7471,40828.0,First Owner,6.0,150.0,Yamaha
7472,13007.0,Second Owner,6.0,150.0,Yamaha
7473,28000.0,First Owner,7.0,100.0,Bajaj
7474,13900.0,Second Owner,7.0,750.0,Harley-Davidson
7475,7005.0,First Owner,6.0,100.0,Hero
7476,45000.0,First Owner,5.0,320.0,Yamaha
7477,19100.0,First Owner,4.0,320.0,Yamaha
7479,35000.0,First Owner,12.0,110.0,TVS
7480,50000.0,First Owner,8.0,100.0,Hero
7481,9875.0,First Owner,6.0,1300.0,Suzuki
7482,9600.0,First Owner,6.0,150.0,Bajaj
7483,36301.0,First Owner,13.0,135.0,Bajaj
7484,12653.0,First Owner,7.0,150.0,Hero
7485,5400.0,First Owner,5.0,350.0,Royal Enfield
7486,53700.0,Second Owner,16.0,150.0,Bajaj
7487,34997.0,First Owner,11.0,150.0,Bajaj
7488,8200.0,First Owner,5.0,150.0,Bajaj
7489,8821.0,First Owner,7.0,500.0,Royal Enfield
7490,13551.0,First Owner,4.0,150.0,Bajaj
7491,7292.0,First Owner,4.0,350.0,Royal Enfield
7492,43750.0,Second Owner,13.0,220.0,Bajaj
7493,41999.0,First Owner,8.0,135.0,Bajaj
7495,35609.0,First Owner,7.0,125.0,Bajaj
7496,18140.0,First Owner,3.0,500.0,Royal Enfield
7497,8152.0,First Owner,3.0,160.0,Honda
7498,48763.0,First Owner,10.0,110.0,Honda
7499,28954.0,First Owner,9.0,125.0,Bajaj
7500,41153.0,First Owner,6.0,125.0,Hero
7501,7024.0,First Owner,3.0,160.0,TVS
7502,2100.0,First Owner,5.0,150.0,Yamaha
7504,10000.0,First Owner,3.0,160.0,Honda
7508,44696.0,Second Owner,8.0,200.0,Bajaj
7509,13574.0,First Owner,9.0,150.0,Yamaha
7510,43399.0,Second Owner,6.0,150.0,Suzuki
7512,6000.0,First Owner,4.0,750.0,Harley-Davidson
7513,19000.0,First Owner,7.0,250.0,Hyosung
7514,11000.0,First Owner,5.0,300.0,Benelli
7515,11400.0,First Owner,5.0,300.0,Benelli
7516,27000.0,First Owner,7.0,125.0,Bajaj
7520,28881.0,First Owner,13.0,180.0,Bajaj
7521,8000.0,First Owner,4.0,150.0,Yamaha
7523,20500.0,First Owner,7.0,250.0,Honda
7525,42852.0,First Owner,6.0,100.0,Bajaj
7526,21952.0,First Owner,3.0,150.0,Honda
7527,8000.0,First Owner,7.0,150.0,Yamaha
7528,1038.0,First Owner,3.0,400.0,Bajaj
7531,5900.0,First Owner,5.0,150.0,Bajaj
7532,5500.0,First Owner,3.0,150.0,Yamaha
7533,42966.0,First Owner,7.0,150.0,Yamaha
7534,47000.0,First Owner,9.0,125.0,Honda
7535,30900.0,Second Owner,9.0,250.0,Honda
7536,44811.0,First Owner,10.0,250.0,Honda
7537,34900.0,First Owner,7.0,150.0,Yamaha
7538,15000.0,First Owner,5.0,300.0,Benelli
7542,80000.0,First Owner,11.0,100.0,Hero
7543,13959.0,First Owner,4.0,150.0,Yamaha
7544,19400.0,First Owner,5.0,160.0,TVS
7545,33247.0,First Owner,7.0,200.0,Bajaj
7547,7530.0,First Owner,5.0,350.0,Royal Enfield
7548,65536.0,First Owner,12.0,100.0,Bajaj
7549,26542.0,First Owner,14.0,100.0,Bajaj
7550,45000.0,First Owner,4.0,350.0,Royal Enfield
7551,22500.0,First Owner,4.0,125.0,Honda
7553,51106.0,First Owner,9.0,220.0,Bajaj
7557,48000.0,Second Owner,8.0,125.0,Honda
7558,3500.0,First Owner,4.0,250.0,KTM
7561,12500.0,First Owner,4.0,250.0,KTM
7563,42.0,First Owner,8.0,125.0,Bajaj
7564,16900.0,First Owner,8.0,100.0,Hero
7565,8962.0,First Owner,5.0,100.0,Hero
7566,34000.0,First Owner,9.0,150.0,Yamaha
7567,15000.0,First Owner,16.0,160.0,Hero
7568,22000.0,First Owner,6.0,160.0,Honda
7569,39000.0,First Owner,9.0,125.0,Bajaj
7570,10009.0,First Owner,7.0,125.0,Hero
7574,53254.0,First Owner,15.0,150.0,Honda
7575,14934.0,First Owner,5.0,350.0,Royal Enfield
7576,16000.0,First Owner,5.0,650.0,Kawasaki
7578,59516.0,First Owner,9.0,125.0,Honda
7582,45000.0,First Owner,8.0,100.0,Bajaj
7583,11689.0,First Owner,3.0,350.0,Royal Enfield
7585,18000.0,First Owner,6.0,125.0,Hero
7586,5034.0,First Owner,4.0,797.0,Ducati
7587,31000.0,First Owner,9.0,796.0,Ducati
7588,33500.0,Second Owner,7.0,223.0,Hero
7589,21000.0,Second Owner,6.0,535.0,Royal Enfield
7590,7684.0,First Owner,2.0,200.0,Bajaj
7591,26454.0,First Owner,3.0,180.0,TVS
7592,12888.0,First Owner,4.0,200.0,KTM
7593,10909.0,First Owner,5.0,110.0,Honda
7594,1223.0,First Owner,13.0,150.0,Bajaj
7595,289.0,First Owner,3.0,959.0,Ducati
7596,10000.0,First Owner,8.0,200.0,KTM
7597,11000.0,First Owner,3.0,310.0,BMW
7598,80000.0,First Owner,7.0,150.0,Yamaha
7599,13382.0,Second Owner,10.0,150.0,Yamaha
7600,3822.0,First Owner,3.0,250.0,KTM
7601,22917.0,First Owner,9.0,150.0,Yamaha
7602,37000.0,First Owner,9.0,150.0,Yamaha
7603,566931.0,First Owner,5.0,150.0,Yamaha
7604,5550.0,First Owner,5.0,390.0,KTM
7605,4800.0,Second Owner,4.0,650.0,Kawasaki
7606,41230.0,First Owner,6.0,160.0,Honda
7607,38000.0,First Owner,11.0,135.0,Bajaj
7608,36000.0,First Owner,6.0,200.0,Bajaj
7610,80000.0,Third Owner,15.0,150.0,Bajaj
7611,49730.0,Second Owner,11.0,100.0,TVS
7612,49730.0,First Owner,11.0,100.0,TVS
7614,16764.0,First Owner,9.0,100.0,Hero
7615,18300.0,First Owner,7.0,150.0,Honda
7616,42500.0,First Owner,13.0,100.0,Bajaj
7617,17407.0,Second Owner,9.0,150.0,Honda
7618,7600.0,Third Owner,5.0,750.0,Harley-Davidson
7619,35000.0,Second Owner,11.0,135.0,Bajaj
7620,11246.0,First Owner,5.0,125.0,Honda
7621,9000.0,Third Owner,5.0,675.0,Triumph
7623,20511.0,First Owner,5.0,100.0,Hero
7624,10500.0,First Owner,3.0,150.0,Yamaha
7625,11270.0,First Owner,5.0,200.0,Bajaj
7626,71943.0,Third Owner,12.0,150.0,Bajaj
7627,11000.0,First Owner,3.0,220.0,Bajaj
7630,22800.0,First Owner,4.0,600.0,Benelli
7631,11374.0,First Owner,11.0,150.0,Bajaj
7632,81260.0,First Owner,8.0,100.0,Hero
7633,750000.0,First Owner,10.0,100.0,Hero
7634,6041.0,First Owner,4.0,200.0,Bajaj
7637,20000.0,First Owner,9.0,200.0,KTM
7646,32000.0,Third Owner,9.0,200.0,KTM
7649,34860.0,First Owner,6.0,125.0,TVS
7650,1234.0,First Owner,3.0,650.0,Kawasaki
7651,63371.0,First Owner,8.0,150.0,Yamaha
7653,14490.0,First Owner,8.0,150.0,Yamaha
7656,54250.0,First Owner,8.0,220.0,Bajaj
7657,45000.0,First Owner,11.0,200.0,Bajaj
7658,28000.0,First Owner,6.0,350.0,Royal Enfield
7659,21814.0,First Owner,7.0,135.0,Bajaj
7660,58000.0,First Owner,10.0,100.0,TVS
7662,26434.0,Second Owner,11.0,135.0,Bajaj
7663,24527.0,First Owner,13.0,100.0,Hero
7664,35000.0,First Owner,5.0,100.0,Hero
7665,52500.0,First Owner,7.0,110.0,Hero
7666,27629.0,First Owner,10.0,150.0,Yamaha
7667,25000.0,First Owner,12.0,200.0,Bajaj
7668,7582.0,First Owner,4.0,535.0,Royal Enfield
7669,13000.0,First Owner,4.0,160.0,Honda
7670,6898.0,First Owner,6.0,800.0,MV
7671,9800.0,Second Owner,6.0,1000.0,Yamaha
7672,23000.0,First Owner,3.0,100.0,TVS
7673,24000.0,First Owner,10.0,150.0,Yamaha
7674,25220.0,First Owner,8.0,150.0,Yamaha
7675,47493.0,First Owner,4.0,160.0,Honda
7676,24220.0,First Owner,5.0,220.0,Bajaj
7677,54500.0,First Owner,7.0,200.0,Bajaj
7678,18200.0,First Owner,5.0,150.0,Yamaha
7679,4258.0,First Owner,4.0,150.0,Suzuki
7680,42000.0,First Owner,13.0,223.0,Hero
7690,34721.0,First Owner,9.0,150.0,Yamaha
7691,21000.0,First Owner,11.0,100.0,Hero
7693,6000.0,First Owner,3.0,350.0,Royal Enfield
7694,417.0,First Owner,2.0,500.0,Royal Enfield
7695,47042.0,First Owner,5.0,220.0,Bajaj
7696,4961.0,First Owner,4.0,150.0,Suzuki
7697,4268.0,First Owner,2.0,200.0,Bajaj
7698,12100.0,First Owner,10.0,500.0,Royal Enfield
7699,7794.0,First Owner,7.0,350.0,Royal Enfield
7700,9537.0,Second Owner,4.0,350.0,Royal Enfield
7701,15234.0,First Owner,9.0,180.0,Bajaj
7702,2000.0,First Owner,5.0,220.0,Bajaj
7703,13919.0,First Owner,7.0,125.0,Honda
7704,5578.0,First Owner,6.0,220.0,Bajaj
7705,36845.0,First Owner,10.0,150.0,Yamaha
7707,4832.0,First Owner,4.0,410.0,Royal Enfield
7709,40000.0,First Owner,9.0,100.0,Hero
7710,7500.0,First Owner,4.0,150.0,Yamaha
7711,10100.0,First Owner,8.0,150.0,Bajaj
7712,19111.0,First Owner,8.0,100.0,TVS
7713,27350.0,First Owner,6.0,220.0,Bajaj
7714,14400.0,First Owner,6.0,350.0,Royal Enfield
7716,30000.0,First Owner,7.0,350.0,Royal Enfield
7717,11100.0,First Owner,5.0,160.0,Honda
7718,5655.0,First Owner,5.0,200.0,Bajaj
7719,37500.0,First Owner,11.0,100.0,Hero
7720,43000.0,First Owner,7.0,125.0,Bajaj
7721,25000.0,First Owner,7.0,150.0,Honda
7722,9000.0,First Owner,8.0,350.0,Royal Enfield
7723,20775.0,First Owner,5.0,220.0,Bajaj
7724,17000.0,First Owner,7.0,150.0,Honda
7725,40000.0,First Owner,12.0,125.0,Honda
7726,3000.0,First Owner,4.0,150.0,Suzuki
7727,3450.0,First Owner,4.0,220.0,Bajaj
7729,5792.0,First Owner,8.0,125.0,Hero
7730,17475.0,First Owner,4.0,160.0,Honda
7731,17746.0,First Owner,5.0,160.0,TVS
7732,21977.0,First Owner,7.0,350.0,Royal Enfield
7733,30000.0,First Owner,9.0,883.0,Harley-Davidson
7734,31288.0,First Owner,8.0,110.0,Hero
7735,1200.0,First Owner,7.0,160.0,TVS
7736,49500.0,First Owner,10.0,110.0,TVS
7737,18832.0,First Owner,5.0,350.0,Royal Enfield
7738,38056.0,First Owner,10.0,100.0,TVS
7739,54000.0,First Owner,14.0,150.0,Hero
7740,46000.0,First Owner,24.0,100.0,Hero
7741,4700.0,First Owner,6.0,250.0,Honda
7743,27000.0,First Owner,9.0,110.0,Bajaj
7744,32342.0,First Owner,9.0,220.0,Bajaj
7745,8000.0,First Owner,5.0,135.0,Bajaj
7747,78000.0,Second Owner,8.0,110.0,Hero
7748,1276.0,First Owner,9.0,200.0,Bajaj
7749,29000.0,First Owner,12.0,100.0,Bajaj
7750,23000.0,First Owner,6.0,110.0,Hero
7752,38943.0,First Owner,6.0,220.0,Bajaj
7753,13500.0,First Owner,7.0,100.0,Hero
7754,24000.0,First Owner,6.0,390.0,KTM
7758,21250.0,First Owner,9.0,100.0,Hero
7759,17999.0,Third Owner,15.0,100.0,Hero
7760,22000.0,First Owner,4.0,100.0,Hero
7761,6639.0,First Owner,9.0,180.0,TVS
7762,20373.0,First Owner,6.0,220.0,Bajaj
7763,84186.0,First Owner,16.0,125.0,Hero
7764,60857.0,First Owner,13.0,150.0,Bajaj
7765,40000.0,First Owner,12.0,220.0,Bajaj
7766,24000.0,First Owner,7.0,150.0,Suzuki
7767,10000.0,First Owner,5.0,110.0,Honda
